Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"C4orf33","Chromosome 4 Open Reading Frame 33","Protein Coding","Q8N1A6","36","GC04P129093","1.54012477397919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf33"
"RPL17P45","Ribosomal Protein L17 Pseudogene 45","Pseudogene","","8","GC18M040143","1.54012477397919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P45"
"PGD","Phosphogluconate Dehydrogenase","Protein Coding","P52209","60","GC01P010398","1.53969597816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGD"
"FHIT","Fragile Histidine Triad Diadenosine Triphosphatase","Protein Coding","P49789","55","GC03M059747","1.53931033611298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHIT"
"RUNX1T1","RUNX1 Partner Transcriptional Co-Repressor 1","Protein Coding","Q06455","52","GC08M091954","1.53929018974304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1T1"
"MSX2","Msh Homeobox 2","Protein Coding","P35548","56","GC05P174724","1.53747057914734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2"
"MIR632","MicroRNA 632","RNA Gene","","23","GC17P032350","1.53661632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR632"
"FIRRE","Firre Intergenic Repeating RNA Element","RNA Gene","","22","GC0XM131691","1.53661632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIRRE"
"MIR373","MicroRNA 373","RNA Gene","","29","GC19P133648","1.53607082366943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR373"
"VLDLR","Very Low Density Lipoprotein Receptor","Protein Coding","P98155","61","GC09P002611","1.53459215164185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR"
"IL17RA","Interleukin 17 Receptor A","Protein Coding","Q96F46","59","GC22P080745","1.53254270553589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RA"
"SLC16A4","Solute Carrier Family 16 Member 4","Protein Coding","O15374","50","GC01M110362","1.53254270553589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A4"
"THRSP","Thyroid Hormone Responsive","Protein Coding","Q92748","44","GC11P078063","1.53254270553589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRSP"
"PYY2","Peptide YY 2 (Pseudogene)","Pseudogene","Q9NRI6","22","GC17P028226","1.53254270553589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYY2"
"WDR82","WD Repeat Domain 82","Protein Coding","Q6UXN9","45","GC03M052254","1.53164899349213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR82"
"SFRP2","Secreted Frizzled Related Protein 2","Protein Coding","Q96HF1","52","GC04M153780","1.53024554252625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP2"
"HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","P0DMV8","59","GC06P156262","1.53004920482635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A"
"SFRP4","Secreted Frizzled Related Protein 4","Protein Coding","Q6FHJ7","55","GC07M037912","1.53004920482635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP4"
"VCAN","Versican","Protein Coding","P13611","59","GC05P083471","1.52993357181549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAN"
"GABRA5","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha5","Protein Coding","P31644","61","GC15P026866","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA5"
"LINC02250","Long Intergenic Non-Protein Coding RNA 2250","RNA Gene","","20","GC15M028240","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02250"
"SNORD115-11","Small Nucleolar RNA, C/D Box 115-11","RNA Gene","","20","GC15P025189","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-11"
"SNORD115-12","Small Nucleolar RNA, C/D Box 115-12","RNA Gene","","20","GC15P025191","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-12"
"SNORD115-2","Small Nucleolar RNA, C/D Box 115-2","RNA Gene","","20","GC15P025172","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-2"
"SNORD115-21","Small Nucleolar RNA, C/D Box 115-21","RNA Gene","","20","GC15P025208","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-21"
"SNORD115-41","Small Nucleolar RNA, C/D Box 115-41","RNA Gene","","20","GC15P174575","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-41"
"SNORD115-42","Small Nucleolar RNA, C/D Box 115-42","RNA Gene","","20","GC15P174576","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-42"
"SNORD115-48","Small Nucleolar RNA, C/D Box 115-48","RNA Gene","","20","GC15P174582","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-48"
"SNORD116-12","Small Nucleolar RNA, C/D Box 116-12","RNA Gene","","20","GC15P174566","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-12"
"SNORD116-2","Small Nucleolar RNA, C/D Box 116-2","RNA Gene","","20","GC15P025054","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-2"
"SNORD116-25","Small Nucleolar RNA, C/D Box 116-25","RNA Gene","","20","GC15P025097","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-25"
"SNORD116-26","Small Nucleolar RNA, C/D Box 116-26","RNA Gene","","20","GC15P025099","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-26"
"SNORD116-27","Small Nucleolar RNA, C/D Box 116-27","RNA Gene","","20","GC15P174569","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-27"
"SNORD116-29","Small Nucleolar RNA, C/D Box 116-29","RNA Gene","","20","GC15P025106","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-29"
"SNORD116-3","Small Nucleolar RNA, C/D Box 116-3","RNA Gene","","20","GC15P025056","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-3"
"SNORD115-10","Small Nucleolar RNA, C/D Box 115-10","RNA Gene","","19","GC15P025187","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-10"
"SNORD115-13","Small Nucleolar RNA, C/D Box 115-13","RNA Gene","","19","GC15P174586","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-13"
"SNORD115-14","Small Nucleolar RNA, C/D Box 115-14","RNA Gene","","19","GC15P025194","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-14"
"SNORD115-15","Small Nucleolar RNA, C/D Box 115-15","RNA Gene","","19","GC15P025197","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-15"
"SNORD115-16","Small Nucleolar RNA, C/D Box 115-16","RNA Gene","","19","GC15P025199","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-16"
"SNORD115-17","Small Nucleolar RNA, C/D Box 115-17","RNA Gene","","19","GC15P025201","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-17"
"SNORD115-18","Small Nucleolar RNA, C/D Box 115-18","RNA Gene","","19","GC15P025203","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-18"
"SNORD115-19","Small Nucleolar RNA, C/D Box 115-19","RNA Gene","","19","GC15P025204","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-19"
"SNORD115-20","Small Nucleolar RNA, C/D Box 115-20","RNA Gene","","19","GC15P025206","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-20"
"SNORD115-22","Small Nucleolar RNA, C/D Box 115-22","RNA Gene","","19","GC15P025209","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-22"
"SNORD115-23","Small Nucleolar RNA, C/D Box 115-23","RNA Gene","","19","GC15P174570","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-23"
"SNORD115-25","Small Nucleolar RNA, C/D Box 115-25","RNA Gene","","19","GC15P025215","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-25"
"SNORD115-26","Small Nucleolar RNA, C/D Box 115-26","RNA Gene","","19","GC15P174591","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-26"
"SNORD115-27","Small Nucleolar RNA, C/D Box 115-27","RNA Gene","","19","GC15P025220","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-27"
"SNORD115-28","Small Nucleolar RNA, C/D Box 115-28","RNA Gene","","19","GC15P025222","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-28"
"SNORD115-29","Small Nucleolar RNA, C/D Box 115-29","RNA Gene","","19","GC15P174584","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-29"
"SNORD115-3","Small Nucleolar RNA, C/D Box 115-3","RNA Gene","","19","GC15P025174","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-3"
"SNORD115-30","Small Nucleolar RNA, C/D Box 115-30","RNA Gene","","19","GC15P174585","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-30"
"SNORD115-31","Small Nucleolar RNA, C/D Box 115-31","RNA Gene","","19","GC15P174587","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-31"
"SNORD115-32","Small Nucleolar RNA, C/D Box 115-32","RNA Gene","","19","GC15P174588","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-32"
"SNORD115-33","Small Nucleolar RNA, C/D Box 115-33","RNA Gene","","19","GC15P174589","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-33"
"SNORD115-34","Small Nucleolar RNA, C/D Box 115-34","RNA Gene","","19","GC15P174590","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-34"
"SNORD115-35","Small Nucleolar RNA, C/D Box 115-35","RNA Gene","","19","GC15P174593","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-35"
"SNORD115-36","Small Nucleolar RNA, C/D Box 115-36","RNA Gene","","19","GC15P174594","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-36"
"SNORD115-37","Small Nucleolar RNA, C/D Box 115-37","RNA Gene","","19","GC15P174595","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-37"
"SNORD115-38","Small Nucleolar RNA, C/D Box 115-38","RNA Gene","","19","GC15P174572","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-38"
"SNORD115-39","Small Nucleolar RNA, C/D Box 115-39","RNA Gene","","19","GC15P174573","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-39"
"SNORD115-4","Small Nucleolar RNA, C/D Box 115-4","RNA Gene","","19","GC15P025176","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-4"
"SNORD115-40","Small Nucleolar RNA, C/D Box 115-40","RNA Gene","","19","GC15P174574","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-40"
"SNORD115-43","Small Nucleolar RNA, C/D Box 115-43","RNA Gene","","19","GC15P174578","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-43"
"SNORD115-44","Small Nucleolar RNA, C/D Box 115-44","RNA Gene","","19","GC15P174579","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-44"
"SNORD115-5","Small Nucleolar RNA, C/D Box 115-5","RNA Gene","","19","GC15P025178","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-5"
"SNORD115-6","Small Nucleolar RNA, C/D Box 115-6","RNA Gene","","19","GC15P025180","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-6"
"SNORD115-7","Small Nucleolar RNA, C/D Box 115-7","RNA Gene","","19","GC15P174571","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-7"
"SNORD115-8","Small Nucleolar RNA, C/D Box 115-8","RNA Gene","","19","GC15P025184","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-8"
"SNORD115-9","Small Nucleolar RNA, C/D Box 115-9","RNA Gene","","19","GC15P025185","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-9"
"SNORD116-10","Small Nucleolar RNA, C/D Box 116-10","RNA Gene","","19","GC15P174564","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-10"
"SNORD116-11","Small Nucleolar RNA, C/D Box 116-11","RNA Gene","","19","GC15P174565","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-11"
"SNORD116-13","Small Nucleolar RNA, C/D Box 116-13","RNA Gene","","19","GC15P025079","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-13"
"SNORD116-14","Small Nucleolar RNA, C/D Box 116-14","RNA Gene","","19","GC15P025080","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-14"
"SNORD116-15","Small Nucleolar RNA, C/D Box 116-15","RNA Gene","","19","GC15P025081","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-15"
"SNORD116-16","Small Nucleolar RNA, C/D Box 116-16","RNA Gene","","19","GC15P025082","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-16"
"SNORD116-17","Small Nucleolar RNA, C/D Box 116-17","RNA Gene","","19","GC15P025083","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-17"
"SNORD116-18","Small Nucleolar RNA, C/D Box 116-18","RNA Gene","","19","GC15P025085","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-18"
"SNORD116-19","Small Nucleolar RNA, C/D Box 116-19","RNA Gene","","19","GC15P025086","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-19"
"SNORD116-21","Small Nucleolar RNA, C/D Box 116-21","RNA Gene","","19","GC15P025088","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-21"
"SNORD116-23","Small Nucleolar RNA, C/D Box 116-23","RNA Gene","","19","GC15P025091","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-23"
"SNORD116-24","Small Nucleolar RNA, C/D Box 116-24","RNA Gene","","19","GC15P025094","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-24"
"SNORD116-4","Small Nucleolar RNA, C/D Box 116-4","RNA Gene","","19","GC15P025059","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-4"
"SNORD116-5","Small Nucleolar RNA, C/D Box 116-5","RNA Gene","","19","GC15P025062","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-5"
"SNORD116-6","Small Nucleolar RNA, C/D Box 116-6","RNA Gene","","19","GC15P025065","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-6"
"SNORD116-7","Small Nucleolar RNA, C/D Box 116-7","RNA Gene","","19","GC15P025067","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-7"
"SNORD116-8","Small Nucleolar RNA, C/D Box 116-8","RNA Gene","","19","GC15P025070","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-8"
"SNORD116-9","Small Nucleolar RNA, C/D Box 116-9","RNA Gene","","19","GC15P174563","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-9"
"SNORD115-24","Small Nucleolar RNA, C/D Box 115-24","RNA Gene","","18","GC15P025213","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-24"
"SNORD115-45","Small Nucleolar RNA, C/D Box 115-45","RNA Gene","","18","GC15P174580","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-45"
"SNORD116-20","Small Nucleolar RNA, C/D Box 116-20","RNA Gene","","18","GC15P025087","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-20"
"SNORD116-22","Small Nucleolar RNA, C/D Box 116-22","RNA Gene","","18","GC15P025089","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-22"
"SNORD116-28","Small Nucleolar RNA, C/D Box 116-28","RNA Gene","","18","GC15P025104","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-28"
"SNORD116-30","Small Nucleolar RNA, C/D Box 116-30","RNA Gene","","18","GC15P025108","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-30"
"SNORD115-47","Small Nucleolar RNA, C/D Box 115-47","RNA Gene","","17","GC15P174581","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-47"
"SNORD115-46","Small Nucleolar RNA, C/D Box 115-46","RNA Gene","","16","GC15P174577","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-46"
"LOC112272578","H3K27ac HESC Enhancers GRCh37_chr15:25017418-25018314 And GRCh37_chr15:25018315-25019210","Functional Element","","8","GC15P174553","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112272578"
"LOC112272579","Sharpr-MPRA Regulatory Region 849","Functional Element","","8","GC15P174554","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112272579"
"LOC121847940","Sharpr-MPRA Regulatory Region 7323","Functional Element","","8","GC15P177387","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC121847940"
"LOC125078046","Sharpr-MPRA Regulatory Region 5757","Functional Element","","8","GC15P177498","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC125078046"
"LOC125078047","Sharpr-MPRA Regulatory Region 718","Functional Element","","8","GC15P177499","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC125078047"
"LOC126862076","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr15:25789643-25790842","Functional Element","","8","GC15P177609","1.52840256690979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862076"
"NR4A2","Nuclear Receptor Subfamily 4 Group A Member 2","Protein Coding","P43354","58","GC02M156324","1.52839410305023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A2"
"TCF3","Transcription Factor 3","Protein Coding","P15923","59","GC19M001609","1.52786469459534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"DMPK","DM1 Protein Kinase","Protein Coding","Q09013","61","GC19M045769","1.52722179889679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMPK"
"CHRNA3","Cholinergic Receptor Nicotinic Alpha 3 Subunit","Protein Coding","P32297","58","GC15M155702","1.52523481845856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA3"
"LINC01018","Long Intergenic Non-Protein Coding RNA 1018","RNA Gene","","20","GC05P006582","1.51949954032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01018"
"MIR615","MicroRNA 615","RNA Gene","","29","GC12P054033","1.51843500137329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR615"
"PLK1","Polo Like Kinase 1","Protein Coding","P53350","63","GC16P104634","1.51652193069458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1"
"SMCHD1","Structural Maintenance Of Chromosomes Flexible Hinge Domain Containing 1","Protein Coding","A6NHR9","52","GC18P002655","1.51481473445892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCHD1"
"IFT57","Intraflagellar Transport 57","Protein Coding","Q9NWB7","50","GC03M108160","1.51479887962341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT57"
